Event	ID	Name			Wwise Object Path	Notes
	2275400278	MC_FT			\Default Work Unit\WU_MC_Event\MC_FT	

Switch Group	ID	Name			Wwise Object Path	Notes
	2250621752	SW_FT			\Default Work Unit\WU_SW_FT\SW_FT	

Switch	ID	Name	Switch Group			Notes
	841620460	Concrete	SW_FT			
	1031089514	Debug	SW_FT			
	2195636714	Dirt	SW_FT			
	2412606308	Carpet	SW_FT			
	2654748154	Water	SW_FT			
	3316001432	Tiles	SW_FT			

State Group	ID	Name			Wwise Object Path	Notes
	1414354033	ST_Portal			\Default Work Unit\ST_Portal	

State	ID	Name	State Group			Notes
	645492555	Out	ST_Portal			
	748895195	None	ST_Portal			
	1752637612	In	ST_Portal			

Game Parameter	ID	Name			Wwise Object Path	Notes
	625851808	RTPC_Meter_Distance			\Default Work Unit\RTPC_Meter_Distance	

Audio Bus	ID	Name			Wwise Object Path	Notes
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	
	4180996447	BUS_Rev			\Default Work Unit\Master Audio Bus\WU_BUS_Rev\BUS_Rev	
	4279690731	BUS_FOL			\Default Work Unit\Master Audio Bus\WU_BUS_Mix\BUS_FOL	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	2517974655	AUX_REVShort			\Default Work Unit\Master Audio Bus\WU_BUS_Rev\BUS_Rev\AUX_REVShort	
	3217397620	AUX_REVLarge			\Default Work Unit\Master Audio Bus\WU_BUS_Rev\BUS_Rev\AUX_REVLarge	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	1373255	FOL_FT_Concrete_03	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\65\{656603D2-721B-C7FD-EC42-B4D7E8C874FB}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Concrete\FOL_FT_Concrete_03		6970
	19581928	FOL_FT_Concrete_01	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\E7\{E76E8AAC-FD72-4031-6165-A70486918251}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Concrete\FOL_FT_Concrete_01		6574
	60432001	FOL_FT_Water_01	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\D0\{D00E68E6-059D-CAF4-C260-D81F8D88F85D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Water\FOL_FT_Water_01		16745
	93654997	FOL_FT_Tile_03	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\EB\{EBE654DB-6DAB-BEAD-F3CA-8D1C0C19E5EB}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Tiles\FOL_FT_Tile_03		8297
	93806522	FOL_FT_Dirt_03	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\DD\{DDD7372C-BF96-26C1-60DE-B4C993D086C5}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Dirt\FOL_FT_Dirt_03		7215
	107701701	FOL_FT_Presence_03	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\51\{51E2ADC2-527C-AC35-1D91-148D405399F4}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT_PSC\FOL_FT_Presence_03		8152
	165657460	FOL_FT_Concrete_06	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\A9\{A9DDFA64-6BEA-6247-E36F-4C2DA3F76CC1}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Concrete\FOL_FT_Concrete_06		6908
	184735683	FOL_FT_Water_02	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\E8\{E8C09A70-C810-BD61-4431-CDB618AA9261}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Water\FOL_FT_Water_02		17673
	203964245	FOL_FT_Presence_01	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\1C\{1CFB70EC-AB0B-36D2-EE45-5EB3496E83AD}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT_PSC\FOL_FT_Presence_01		8502
	204090720	FOL_FT_Carpet_06	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\2D\{2DD6BEA5-2764-5893-FBA6-B0DB7EDB37C2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Carpet\FOL_FT_Carpet_06		5691
	235947822	FOL_FT_Tile_01	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\48\{4897662D-5E54-3647-DF60-76C27A988D3D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Tiles\FOL_FT_Tile_01		7479
	265013281	FOL_FT_Dirt_02	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\EB\{EB3A399E-E4A4-251E-9025-B27A2B4F6333}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Dirt\FOL_FT_Dirt_02		5933
	289683330	FOL_FT_Presence_04	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\7F\{7FCBFCF1-7657-7005-FFF1-877D51A11912}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT_PSC\FOL_FT_Presence_04		8504
	299287147	FOL_FT_Water_06	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\78\{78BD74E3-8253-6999-EF83-4EC05E3AFC96}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Water\FOL_FT_Water_06		19736
	338371672	FOL_FT_Presence_05	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\15\{157D2615-C805-854D-D733-2EAC54E8182E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT_PSC\FOL_FT_Presence_05		7983
	377157961	FOL_FT_Presence_06	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\DE\{DEEB08AD-50B8-A4F0-F377-CDE9149D6452}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT_PSC\FOL_FT_Presence_06		8287
	456074853	FOL_FT_Tile_05	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\24\{241E00DB-E926-7C96-B45B-D57DA277834A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Tiles\FOL_FT_Tile_05		7143
	533033138	FOL_FT_Water_04	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\1D\{1DE56C99-2A3A-8CAB-1DE1-EB04A352308C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Water\FOL_FT_Water_04		18107
	561751339	FOL_FT_Dirt_01	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\98\{987C956C-DB67-E068-8F98-5ABFC6E71935}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Dirt\FOL_FT_Dirt_01		6178
	599550133	FOL_FT_Tile_06	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\1D\{1D180655-9217-12B7-4AF2-4B4751E53FDE}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Tiles\FOL_FT_Tile_06		7624
	659281045	FOL_FT_Concrete_04	C:\Users\Camomille\Documents\01.Github\AstroCube\AstroCube_Team_05_WwiseProject\.cache\67\{678BAC5F-B575-FAF5-4657-9A41D5F963F2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\WU_MC\AM_MC\MC_FT\MC_RC_Concrete\FOL_FT_Concrete_04		6726
